"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"1823","regulation of potassium ion transport","Biological Process",2.16282642089094,0.371823135002542,0.479048446960512,0.42658379061926,"GO:0043266","1/62","126/16896",1,"drd2a"
"1824","protein polymerization","Biological Process",2.16282642089094,0.371823135002542,0.479048446960512,0.42658379061926,"GO:0051258","1/62","126/16896",1,"prex1"
"1825","endopeptidase activity","Molecular Function",1.54400073106095,0.372805276017771,0.479525122409284,0.427008261298838,"GO:0004175","2/62","353/16896",2,"plat/ctsh"
"1826","organic acid transport","Biological Process",1.54400073106095,0.372805276017771,0.479525122409284,0.427008261298838,"GO:0015849","2/62","353/16896",2,"drd2a/pparg"
"1827","carboxylic acid transport","Biological Process",1.54400073106095,0.372805276017771,0.479525122409284,0.427008261298838,"GO:0046942","2/62","353/16896",2,"drd2a/pparg"
"1828","mesonephros development","Biological Process",2.14579629159258,0.374145553942902,0.479673787106285,0.427140644464633,"GO:0001823","1/62","127/16896",1,"bmp7b"
"1829","olfactory behavior","Biological Process",2.14579629159258,0.374145553942902,0.479673787106285,0.427140644464633,"GO:0042048","1/62","127/16896",1,"prkacab"
"1830",NA,NA,2.14579629159258,0.374145553942902,0.479673787106285,0.427140644464633,"GO:0043492","1/62","127/16896",1,"atp2a1l"
"1831","positive regulation of muscle cell differentiation","Biological Process",2.14579629159258,0.374145553942902,0.479673787106285,0.427140644464633,"GO:0051149","1/62","127/16896",1,"LOC121889464"
"1832","chromosome organization involved in meiotic cell cycle","Biological Process",2.14579629159258,0.374145553942902,0.479673787106285,0.427140644464633,"GO:0070192","1/62","127/16896",1,"tec"
"1833","negative regulation of synapse organization","Biological Process",2.14579629159258,0.374145553942902,0.479673787106285,0.427140644464633,"GO:1905809","1/62","127/16896",1,"nanos1"
"1834","primary active transmembrane transporter activity","Molecular Function",2.12903225806452,0.376459524701775,0.481589484512342,0.428846537608302,"GO:0015399","1/62","128/16896",1,"atp2a1l"
"1835",NA,NA,2.12903225806452,0.376459524701775,0.481589484512342,0.428846537608302,"GO:0015405","1/62","128/16896",1,"atp2a1l"
"1836","regulation of cytokinesis","Biological Process",2.12903225806452,0.376459524701775,0.481589484512342,0.428846537608302,"GO:0032465","1/62","128/16896",1,"drd2a"
"1837","protein tyrosine kinase binding","Molecular Function",2.12903225806452,0.376459524701775,0.481589484512342,0.428846537608302,"GO:1990782","1/62","128/16896",1,"LOC121899291"
"1838","endocytic vesicle","Cellular Component",1.53098948894527,0.376759723456864,0.481711289512313,0.42895500271018,"GO:0030139","2/62","356/16896",2,"colec12/drd2a"
"1839","axoneme","Cellular Component",2.11252813203301,0.378765077508818,0.483486111974863,0.430535449319609,"GO:0005930","1/62","129/16896",1,"ctsh"
"1840","positive regulation of protein binding","Biological Process",2.11252813203301,0.378765077508818,0.483486111974863,0.430535449319609,"GO:0032092","1/62","129/16896",1,"hipk2"
"1841","positive regulation of smooth muscle cell proliferation","Biological Process",2.11252813203301,0.378765077508818,0.483486111974863,0.430535449319609,"GO:0048661","1/62","129/16896",1,"calcrla"
"1842","syncytium formation by plasma membrane fusion","Biological Process",2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0000768","1/62","130/16896",1,"ntn2"
"1843","neuropeptide signaling pathway","Biological Process",2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0007218","1/62","130/16896",1,"calcrla"
"1844","antimicrobial humoral response","Biological Process",2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0019730","1/62","130/16896",1,"zeb2a"
"1845","leukocyte chemotaxis","Biological Process",2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0030595","1/62","130/16896",1,"prex1"
"1846","cellular response to corticosteroid stimulus","Biological Process",2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0071384","1/62","130/16896",1,"plat"
"1847",NA,NA,2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0071426","1/62","130/16896",1,"LOC121889464"
"1848","ciliary plasm","Cellular Component",2.09627791563275,0.381062242487315,0.484575903595882,0.431505888621999,"GO:0097014","1/62","130/16896",1,"ctsh"
"1849","negative regulation of protein kinase activity","Biological Process",1.50978464837816,0.383328717296181,0.485646882311688,0.432459575379904,"GO:0006469","2/62","361/16896",2,"bmp7b/prex1"
"1850","JNK cascade","Biological Process",2.08027579413937,0.383351049654545,0.485646882311688,0.432459575379904,"GO:0007254","1/62","131/16896",1,"tec"
"1851","viral life cycle","Biological Process",2.08027579413937,0.383351049654545,0.485646882311688,0.432459575379904,"GO:0019058","1/62","131/16896",1,"si:ch73-22o12.1"
"1852","steroid hormone mediated signaling pathway","Biological Process",2.08027579413937,0.383351049654545,0.485646882311688,0.432459575379904,"GO:0043401","1/62","131/16896",1,"bmp7b"
"1853","mRNA transport","Biological Process",2.08027579413937,0.383351049654545,0.485646882311688,0.432459575379904,"GO:0051028","1/62","131/16896",1,"LOC121889464"
"1854","ribonucleoprotein complex localization","Biological Process",2.08027579413937,0.383351049654545,0.485646882311688,0.432459575379904,"GO:0071166","1/62","131/16896",1,"LOC121889464"
"1855","regulation of reactive oxygen species biosynthetic process","Biological Process",2.08027579413937,0.383351049654545,0.485646882311688,0.432459575379904,"GO:1903426","1/62","131/16896",1,"ptx3a"
"1856","muscle contraction","Biological Process",1.50561397255391,0.384639166409366,0.486177088501639,0.432931714195413,"GO:0006936","2/62","362/16896",2,"acta2/drd2a"
"1857","apoptotic signaling pathway","Biological Process",1.50561397255391,0.384639166409366,0.486177088501639,0.432931714195413,"GO:0097190","2/62","362/16896",2,"atp2a1l/hipk2"
"1858","transmembrane transporter complex","Cellular Component",1.50561397255391,0.384639166409366,0.486177088501639,0.432931714195413,"GO:1902495","2/62","362/16896",2,"prkacab/atp2a1l"
"1859","embryonic heart tube morphogenesis","Biological Process",2.06451612903226,0.385631528922151,0.486177088501639,0.432931714195413,"GO:0003143","1/62","132/16896",1,"lamb1b"
"1860","aminoglycan biosynthetic process","Biological Process",2.06451612903226,0.385631528922151,0.486177088501639,0.432931714195413,"GO:0006023","1/62","132/16896",1,"LOC121888618"
"1861","isomerase activity","Molecular Function",2.06451612903226,0.385631528922151,0.486177088501639,0.432931714195413,"GO:0016853","1/62","132/16896",1,"LOC121888618"
"1862","cellular monovalent inorganic cation homeostasis","Biological Process",2.06451612903226,0.385631528922151,0.486177088501639,0.432931714195413,"GO:0030004","1/62","132/16896",1,"drd2a"
"1863","Fc receptor signaling pathway","Biological Process",2.06451612903226,0.385631528922151,0.486177088501639,0.432931714195413,"GO:0038093","1/62","132/16896",1,"tec"
"1864","negative regulation of Notch signaling pathway","Biological Process",2.06451612903226,0.385631528922151,0.486177088501639,0.432931714195413,"GO:0045746","1/62","132/16896",1,"bmp7b"
"1865","regulation of stress-activated MAPK cascade","Biological Process",1.50146627565982,0.385948476932098,0.486315775222751,0.433055212158042,"GO:0032872","2/62","363/16896",2,"zeb2a/hipk2"
"1866","regulation of stress-activated protein kinase signaling cascade","Biological Process",1.49734136830911,0.387256639582766,0.486951772824135,0.433621556270719,"GO:0070302","2/62","364/16896",2,"zeb2a/hipk2"
"1867","regulation of systemic arterial blood pressure","Biological Process",2.04899345137036,0.387903710096502,0.486951772824135,0.433621556270719,"GO:0003073","1/62","133/16896",1,"drd2a"
"1868","visual behavior","Biological Process",2.04899345137036,0.387903710096502,0.486951772824135,0.433621556270719,"GO:0007632","1/62","133/16896",1,"drd2a"
"1869","response to fungus","Biological Process",2.04899345137036,0.387903710096502,0.486951772824135,0.433621556270719,"GO:0009620","1/62","133/16896",1,"ptx3a"
"1870","regulation of microtubule polymerization or depolymerization","Biological Process",2.04899345137036,0.387903710096502,0.486951772824135,0.433621556270719,"GO:0031110","1/62","133/16896",1,"LOC121909097"
"1871","regulation of postsynaptic membrane potential","Biological Process",2.04899345137036,0.387903710096502,0.486951772824135,0.433621556270719,"GO:0060078","1/62","133/16896",1,"drd2a"
"1872","regulation of response to oxidative stress","Biological Process",2.04899345137036,0.387903710096502,0.486951772824135,0.433621556270719,"GO:1902882","1/62","133/16896",1,"bmp7b"
"1873","syncytium formation","Biological Process",2.03370245546461,0.39016762287906,0.489010087341756,0.435454447317093,"GO:0006949","1/62","134/16896",1,"ntn2"
"1874","protein destabilization","Biological Process",2.03370245546461,0.39016762287906,0.489010087341756,0.435454447317093,"GO:0031648","1/62","134/16896",1,"ctsh"
"1875","positive regulation of ion transmembrane transporter activity","Biological Process",2.03370245546461,0.39016762287906,0.489010087341756,0.435454447317093,"GO:0032414","1/62","134/16896",1,"atp2a1l"
"1876","regulation of embryonic development","Biological Process",1.48510152061176,0.39117414869853,0.489487657981338,0.435879715147548,"GO:0045995","2/62","367/16896",2,"bmp7b/prkacab"
"1877","regulation of synapse assembly","Biological Process",1.48510152061176,0.39117414869853,0.489487657981338,0.435879715147548,"GO:0051963","2/62","367/16896",2,"bmp7b/nanos1"
"1878","cellular amino acid catabolic process","Biological Process",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:0009063","1/62","135/16896",1,"LOC121904145"
"1879","neurotransmitter receptor activity","Molecular Function",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:0030594","1/62","135/16896",1,"drd2a"
"1880","antigen receptor-mediated signaling pathway","Biological Process",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:0050851","1/62","135/16896",1,"tec"
"1881","positive regulation of cell division","Biological Process",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:0051781","1/62","135/16896",1,"drd2a"
"1882","regulation of NIK/NF-kappaB signaling","Biological Process",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:1901222","1/62","135/16896",1,"bmp7b"
"1883","secondary alcohol metabolic process","Biological Process",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:1902652","1/62","135/16896",1,"soat1"
"1884","mucopolysaccharide metabolic process","Biological Process",2.01863799283154,0.392423296866741,0.489487657981338,0.435879715147548,"GO:1903510","1/62","135/16896",1,"LOC121888618"
"1885","erythrocyte homeostasis","Biological Process",2.00379506641366,0.394670761552276,0.491248034771107,0.437447298152278,"GO:0034101","1/62","136/16896",1,"hipk2"
"1886","wing disc pattern formation","Biological Process",2.00379506641366,0.394670761552276,0.491248034771107,0.437447298152278,"GO:0035222","1/62","136/16896",1,"bmp7b"
"1887","extracellular organelle","Cellular Component",2.00379506641366,0.394670761552276,0.491248034771107,0.437447298152278,"GO:0043230","1/62","136/16896",1,"alpl"
"1888","positive regulation of Notch signaling pathway","Biological Process",2.00379506641366,0.394670761552276,0.491248034771107,0.437447298152278,"GO:0045747","1/62","136/16896",1,"hipk2"
"1889","cellular amino acid metabolic process","Biological Process",1.46908964437875,0.39638087496016,0.492333539194701,0.438413919784576,"GO:0006520","2/62","371/16896",2,"LOC121899291/LOC121904145"
"1890","organic acid biosynthetic process","Biological Process",1.46908964437875,0.39638087496016,0.492333539194701,0.438413919784576,"GO:0016053","2/62","371/16896",2,"LOC121904145/LOC121888618"
"1891","carboxylic acid biosynthetic process","Biological Process",1.46908964437875,0.39638087496016,0.492333539194701,0.438413919784576,"GO:0046394","2/62","371/16896",2,"LOC121904145/LOC121888618"
"1892","transporter complex","Cellular Component",1.46908964437875,0.39638087496016,0.492333539194701,0.438413919784576,"GO:1990351","2/62","371/16896",2,"prkacab/atp2a1l"
"1893","positive regulation of adaptive immune response","Biological Process",1.98916882505298,0.396910046324577,0.492470226432289,0.438535637244072,"GO:0002821","1/62","137/16896",1,"si:ch73-22o12.1"
"1894","animal organ formation","Biological Process",1.98916882505298,0.396910046324577,0.492470226432289,0.438535637244072,"GO:0048645","1/62","137/16896",1,"pdgfra"
"1895","actin filament organization","Biological Process",1.46121248810862,0.39897695746727,0.494194823025479,0.440071358644861,"GO:0007015","2/62","373/16896",2,"acta2/prex1"
"1896","single-stranded RNA binding","Molecular Function",1.97475455820477,0.399141180469089,0.494194823025479,0.440071358644861,"GO:0003727","1/62","138/16896",1,"LOC121888230"
"1897","hippocampus development","Biological Process",1.97475455820477,0.399141180469089,0.494194823025479,0.440071358644861,"GO:0021766","1/62","138/16896",1,"zeb2a"
"1898","animal organ regeneration","Biological Process",1.97475455820477,0.399141180469089,0.494194823025479,0.440071358644861,"GO:0031100","1/62","138/16896",1,"pparg"
"1899","mushroom body development","Biological Process",1.96054769087955,0.401364193168153,0.496424133655347,0.442056518569689,"GO:0016319","1/62","139/16896",1,"nr2e3"
"1900","muscle organ morphogenesis","Biological Process",1.96054769087955,0.401364193168153,0.496424133655347,0.442056518569689,"GO:0048644","1/62","139/16896",1,"LOC121895699"
"1901","phospholipase C-activating G protein-coupled receptor signaling pathway","Biological Process",1.94654377880184,0.403579113501362,0.497853499594856,0.443329342528364,"GO:0007200","1/62","140/16896",1,"drd2a"
"1902","regulation of calcium ion transport into cytosol","Biological Process",1.94654377880184,0.403579113501362,0.497853499594856,0.443329342528364,"GO:0010522","1/62","140/16896",1,"prkacab"
"1903","lipid phosphorylation","Biological Process",1.94654377880184,0.403579113501362,0.497853499594856,0.443329342528364,"GO:0046834","1/62","140/16896",1,"pdgfra"
"1904","ion channel regulator activity","Molecular Function",1.94654377880184,0.403579113501362,0.497853499594856,0.443329342528364,"GO:0099106","1/62","140/16896",1,"drd2a"
